orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
1727	YER122C	GLO3	tagged	visualized	TAP visualized	1510	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
5674	YER123W	YCK3	tagged	visualized	TAP visualized	1320	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1342	YER124C	DSE1	tagged	visualized	TAP visualized	3080	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
3367	YER126C	NSA2	tagged	visualized	TAP visualized	8660	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3835	YER128W		tagged	visualized	TAP visualized	967	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
238	YER129W	PAK1	tagged	visualized	TAP visualized	752	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4681	YER131W	RPS26B	tagged	visualized	TAP visualized	503000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
48	YER132C	PMD1	tagged	visualized	TAP visualized	815	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1766	YER133W	GLC7	tagged	visualized	TAP visualized	14600	NA	cytoplasm,nucleus,punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4043	YER134C		tagged	visualized	TAP visualized	6190	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5761	YER136W	GDI1	tagged	visualized	TAP visualized	7280	967.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3647	YER139C		tagged	visualized	TAP visualized	5480	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1420	YER140W		tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1772	YER141W	COX15	tagged	visualized	TAP visualized	technical problem	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3087	YER142C	MAG1	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5785	YER143W	DDI1	tagged	visualized	TAP visualized	6510	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5812	YER145C	FTR1	tagged	visualized	TAP visualized	8370	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1139	YER147C	SCC4	tagged	visualized	TAP visualized	907	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3539	YER148W	SPT15	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2194	YER149C	PEA2	tagged	visualized	TAP visualized	7820	NA	ambiguous,cell periphery,bud	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T		
4294	YER150W	SPI1	tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
468	YER151C	UBP3	tagged	visualized	TAP visualized	2210	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2045	YER152C		tagged	visualized	TAP visualized	1390	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3423	YER153C	PET122	tagged	visualized	TAP visualized	468	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5816	YER154W	OXA1	tagged	visualized	TAP visualized	6550	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
20	YER155C	BEM2	tagged	visualized	TAP visualized	1230	NA	bud neck,cytoplasm	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
2766	YER156C		tagged	visualized	TAP visualized	6080	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5403	YER157W	COG3	tagged	visualized	TAP visualized	4140	163.0	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
4363	YER159C	BUR6	tagged	visualized	TAP visualized	5130	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2802	YER161C	SPT2	tagged	visualized	TAP visualized	1240	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
764	YER162C	RAD4	tagged	visualized	TAP visualized	876	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3610	YER163C		tagged	visualized	TAP visualized	1300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
95	YER164W	CHD1	tagged	visualized	TAP visualized	1620	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1323	YER165W	PAB1	tagged	visualized	TAP visualized	198000	48500.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5242	YER166W	DNF1	tagged	visualized	TAP visualized	low signal	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
567	YER167W	BCK2	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1472	YER168C	CCA1	tagged	visualized	TAP visualized	13500	2310.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
674	YER169W	RPH1	tagged	visualized	TAP visualized	2230	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6073	YER170W	ADK2	tagged	visualized	TAP visualized	704	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
712	YER171W	RAD3	tagged	visualized	TAP visualized	14400	1300.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
21	YER172C	BRR2	tagged	visualized	TAP visualized	1440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1021	YER173W	RAD24	tagged	visualized	TAP visualized	752	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3508	YER174C	GRX4	tagged	visualized	TAP visualized	7800	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3064	YER175C	TMT1	tagged	visualized	TAP visualized	937	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
253	YER176W	ECM32	tagged	visualized	TAP visualized	736	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3332	YER177W	BMH1	tagged	visualized	TAP visualized	158000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2046	YER178W	PDA1	tagged	visualized	TAP visualized	100000	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3509	YER182W		tagged	visualized	TAP visualized	1920	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3766	YER183C	FAU1	tagged	visualized	TAP visualized	468	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2054	YFL001W	DEG1	tagged	visualized	TAP visualized	5860	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1206	YFL002C	SPB4	tagged	visualized	TAP visualized	5740	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
5392	YFL004W	VTC2	tagged	visualized	TAP visualized	2910	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3424	YFL006W		tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5230	YFL007W	BLM3	tagged	visualized	TAP visualized	2600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
190	YFL008W	SMC1	tagged	visualized	TAP visualized	5710	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3767	YFL010C	WWM1	tagged	visualized	TAP visualized	6020	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
917	YFL013C	IES1	tagged	visualized	TAP visualized	1390	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4848	YFL014W	HSP12	tagged	visualized	TAP visualized	4490	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5691	YFL016C	MDJ1	tagged	visualized	TAP visualized	7570	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4195	YFL017C	GNA1	tagged	visualized	TAP visualized	2550	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5128	YFL017W-A	SMX2	tagged	visualized	TAP visualized	1400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1702	YFL018C	LPD1	tagged	visualized	TAP visualized	24600	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1637	YFL021W	GAT1	tagged	visualized	TAP visualized	1180	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
675	YFL023W	BUD27	tagged	visualized	TAP visualized	1300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
603	YFL024C	EPL1	tagged	visualized	TAP visualized	1110	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5316	YFL025C	BST1	tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5781	YFL026W	STE2	tagged	visualized	TAP visualized	technical problem	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1711	YFL027C	GYP8	tagged	visualized	TAP visualized	573	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3162	YFL028C	CAF16	tagged	visualized	TAP visualized	1620	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2525	YFL029C	CAK1	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2405	YFL030W	AGX1	tagged	visualized	TAP visualized	339	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3867	YFL031W	HAC1	tagged	visualized	TAP visualized	8970	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
45	YFL033C	RIM15	tagged	visualized	TAP visualized	low signal	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3633	YFL034C-A	RPL22B	tagged	visualized	TAP visualized	74700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2860	YFL034C-B	MOB2	tagged	visualized	TAP visualized	2250	NA	cytoplasm,cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
304	YFL034W		tagged	visualized	TAP visualized	1110	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
139	YFL036W	RPO41	tagged	visualized	not TAP visualized	not visualized	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5521	YFL041W	FET5	tagged	visualized	TAP visualized	2840	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3048	YFL044C		tagged	visualized	TAP visualized	2770	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6041	YFL045C	SEC53	tagged	visualized	TAP visualized	3500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3793	YFL046W		tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
850	YFL047W	RGD2	tagged	visualized	TAP visualized	1750	NA	bud neck,cytoplasm,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
5770	YFL048C	EMP47	tagged	visualized	TAP visualized	2900	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1147	YFL049W		tagged	visualized	TAP visualized	3180	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5850	YFL062W	COS4	tagged	visualized	TAP visualized	technical problem	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3817	YFR001W	LOC1	tagged	visualized	TAP visualized	3650	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
5387	YFR002W	NIC96	tagged	visualized	TAP visualized	15500	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3016	YFR004W	RPN11	tagged	visualized	TAP visualized	16400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2011	YFR005C	SAD1	tagged	visualized	TAP visualized	167	22.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1507	YFR006W		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3685	YFR008W	FAR7	tagged	visualized	TAP visualized	486	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
770	YFR009W	GCN20	tagged	visualized	TAP visualized	14600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1703	YFR010W	UBP6	tagged	visualized	TAP visualized	6770	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4107	YFR011C		tagged	visualized	TAP visualized	3550	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
696	YFR013W	IOC3	tagged	visualized	TAP visualized	1770	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2023	YFR014C	CMK1	tagged	visualized	TAP visualized	1520	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
868	YFR015C	GSY1	tagged	visualized	TAP visualized	6300	NA	cytoplasm,punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
182	YFR016C		tagged	visualized	TAP visualized	704	NA	ambiguous,cytoplasm,bud	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T		
3924	YFR017C		tagged	visualized	TAP visualized	639	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
13	YFR019W	FAB1	tagged	visualized	TAP visualized	149	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1698	YFR021W	AUT10	tagged	visualized	TAP visualized	1560	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2490	YFR024C	YSC85	tagged	visualized	TAP visualized	18000	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
1747	YFR024C-A	LSB3	tagged	visualized	TAP visualized	3670	NA	bud neck,cytoplasm,mitochondrion,cell periphery	F	T	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
2787	YFR025C	HIS2	tagged	visualized	TAP visualized	4280	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3220	YFR027W	ECO1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1450	YFR028C	CDC14	tagged	visualized	TAP visualized	8550	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
5312	YFR030W	MET10	tagged	visualized	TAP visualized	1580	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
220	YFR031C	SMC2	tagged	visualized	TAP visualized	3290	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3039	YFR031C-A	RPL2A	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5173	YFR032C-A	RPL29	tagged	visualized	TAP visualized	51100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6185	YFR033C	QCR6	tagged	visualized	TAP visualized	4490	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2960	YFR034C	PHO4	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4579	YFR036W	CDC26	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1416	YFR037C	RSC8	tagged	visualized	TAP visualized	3380	341.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1638	YFR039C		tagged	visualized	TAP visualized	3170	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
474	YFR040W	SAP155	tagged	visualized	TAP visualized	5960	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3095	YFR041C		tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1812	YFR044C		tagged	visualized	TAP visualized	22300	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2587	YFR046C		tagged	visualized	TAP visualized	1300	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3096	YFR047C	BNA6	tagged	visualized	TAP visualized	2660	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1013	YFR048W	RMD8	tagged	visualized	TAP visualized	656	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4605	YFR049W	YMR31	tagged	visualized	TAP visualized	2050	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3338	YFR050C	PRE4	tagged	visualized	TAP visualized	16900	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5642	YFR051C	RET2	tagged	visualized	TAP visualized	18000	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
3273	YFR052W	RPN12	tagged	visualized	TAP visualized	9890	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1780	YFR053C	HXK1	tagged	visualized	TAP visualized	40800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2664	YGL001C	ERG26	tagged	visualized	TAP visualized	2580	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2207	YGL004C	RPN14	tagged	visualized	TAP visualized	2210	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3236	YGL005C	COG7	tagged	visualized	TAP visualized	1360	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
5282	YGL006W	PMC1	tagged	visualized	TAP visualized	98.9	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5349	YGL008C	PMA1	tagged	visualized	TAP visualized	1260000	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
709	YGL009C	LEU1	tagged	visualized	TAP visualized	96300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6156	YGL010W		tagged	visualized	TAP visualized	486	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3440	YGL011C	SCL1	tagged	visualized	TAP visualized	15200	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5738	YGL012W	ERG4	tagged	visualized	TAP visualized	1640	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
312	YGL013C	PDR1	tagged	visualized	TAP visualized	1300	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
506	YGL014W	PUF4	tagged	visualized	TAP visualized	721	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5300	YGL016W	KAP122	tagged	visualized	TAP visualized	9760	NA	cytoplasm,nuclear periphery,nucleus	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1676	YGL017W	ATE1	tagged	visualized	TAP visualized	2030	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3996	YGL018C	JAC1	tagged	visualized	TAP visualized	2010	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3246	YGL019W	CKB1	tagged	visualized	TAP visualized	8120	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6060	YGL020C	MDM39	tagged	visualized	TAP visualized	2250	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5423	YGL021W	ALK1	tagged	visualized	TAP visualized	2190	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5448	YGL022W	STT3	tagged	visualized	TAP visualized	3000	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1101	YGL023C	PIB2	tagged	visualized	not TAP visualized	not visualized	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2128	YGL025C	PGD1	tagged	visualized	TAP visualized	556	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
870	YGL026C	TRP5	tagged	visualized	TAP visualized	15500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1489	YGL028C	SCW11	tagged	visualized	TAP visualized	22600	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4656	YGL029W	CGR1	tagged	visualized	TAP visualized	2340	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4232	YGL031C	RPL24A	tagged	visualized	TAP visualized	247000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5096	YGL032C	AGA2	tagged	visualized	TAP visualized	1160	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1670	YGL035C	MIG1	tagged	visualized	TAP visualized	830	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
471	YGL036W	MTC2	tagged	visualized	TAP visualized	486	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3723	YGL037C	PNC1	tagged	visualized	TAP visualized	7720	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		
