orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
5207	YFR012W-A		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2568	YFR018C		tagged	not visualized	TAP visualized	3970	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3611	YFR020W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
811	YFR022W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1186	YFR023W	PES4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4114	YFR026C		tagged	not visualized	TAP visualized	721	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5477	YFR029W	PTR3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3163	YFR032C	RPL29	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4764	YFR035C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
713	YFR038W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3868	YFR042W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3567	YFR043C		tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6152	YFR045W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3940	YFR054C		tagged	not visualized	TAP visualized	300	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2747	YFR055W		tagged	not visualized	TAP visualized	2610	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4622	YFR056C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4265	YFR057W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6094	YGL002W	ERP6	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1376	YGL003C	CDH1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4565	YGL007W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4488	YGL015C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6206	YGL024W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5389	YGL027C	CWH41	tagged	not visualized	TAP visualized	2840	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4017	YGL030W	RPL30	tagged	not visualized	TAP visualized	59300	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3527	YGL033W	HOP2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4641	YGL034C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4953	YGL041C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6211	YGL042C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3088	YGL044C	RNA15	tagged	not visualized	TAP visualized	6350	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3634	YGL045W	RIM8	tagged	not visualized	TAP visualized	784	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3286	YGL050W		tagged	not visualized	TAP visualized	3390	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3593	YGL051W	MST27	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5018	YGL052W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2509	YGL063W	PUS2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4239	YGL069C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4682	YGL072C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4868	YGL074C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2896	YGL081W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4642	YGL088W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4657	YGL089C	MF(ALPHA)2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3259	YGL096W	TOS8	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5886	YGL100W	SEH1	tagged	not visualized	TAP visualized	952	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4364	YGL102C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2903	YGL103W	RPL28	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5726	YGL104C	VPS73	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4284	YGL106W	MLC1	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4898	YGL109W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5444	YGL114W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3347	YGL117W		tagged	not visualized	TAP visualized	149	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4331	YGL118C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4552	YGL121C	GPG1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3425	YGL123W	RPS2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4808	YGL132W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2897	YGL136C	MRM2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2698	YGL138C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1171	YGL142C	GPI10	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
944	YGL144C	ROG1	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2971	YGL146C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5019	YGL149W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3654	YGL152C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3295	YGL154C	LYS5	tagged	not visualized	TAP visualized	623	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1629	YGL158W	RCK1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2510	YGL159W		tagged	not visualized	TAP visualized	172	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1361	YGL160W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3941	YGL165C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4833	YGL168W	HUR1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2235	YGL170C	SPO74	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1386	YGL171W	ROK1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1432	YGL176C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4744	YGL177W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1402	YGL179C	TOS3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4899	YGL182C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4075	YGL183C	MND1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5178	YGL188C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4504	YGL191W	COX13	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1225	YGL192W	IME4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4974	YGL193C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4150	YGL196W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6037	YGL198W	YIP4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4220	YGL199C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5020	YGL204C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
782	YGL205W	POX1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2219	YGL208W	SIP2	tagged	not visualized	TAP visualized	300	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4174	YGL214W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1988	YGL215W	CLG1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4776	YGL217C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3724	YGL218W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3225	YGL224C	SDT1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1324	YGL228W	SHE10	tagged	not visualized	TAP visualized	8640	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4307	YGL230C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4044	YGL235W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
960	YGL236C	MTO1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4954	YGL239C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4020	YGL242C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2306	YGL243W	TAD1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2517	YGL248W	PDE1	tagged	not visualized	TAP visualized	1400	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
180	YGL251C	HFM1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1411	YGL257C	MNT2	tagged	not visualized	TAP visualized	1170	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3801	YGL258W	VEL1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5129	YGL258W-A		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6164	YGL259W	YPS5	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5131	YGL260W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4659	YGL261C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4068	YGL262W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2443	YGL263W	COS12	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2307	YGR005C	TFG2	tagged	not visualized	TAP visualized	520	123.0		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3699	YGR006W	PRP18	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5491	YGR009C	SEC9	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4869	YGR011W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3956	YGR016W		tagged	not visualized	TAP visualized	238	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4849	YGR018C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4850	YGR022C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1451	YGR023W	MTL1	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5045	YGR025W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3719	YGR029W	ERV1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5227	YGR032W	GSC2	tagged	not visualized	TAP visualized	technical problem	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4727	YGR035C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4975	YGR039W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4660	YGR045C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4696	YGR050C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4900	YGR051C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3207	YGR053C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1078	YGR054W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
446	YGR056W	RSC1	tagged	not visualized	TAP visualized	259	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3500	YGR057C	LST7	tagged	not visualized	TAP visualized	656	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1630	YGR059W	SPR3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4624	YGR064W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3130	YGR066C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
679	YGR067C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4809	YGR069W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
226	YGR070W	ROM1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4607	YGR073C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5570	YGR077C	PEX8	tagged	not visualized	TAP visualized	538	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2511	YGR079W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
929	YGR099W	TEL2	tagged	not visualized	TAP visualized	638	152.0		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4285	YGR107W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2444	YGR109C	CLB6	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2031	YGR110W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2789	YGR113W	DAM1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4505	YGR114C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3384	YGR115C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5193	YGR122C-A		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2961	YGR127W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4077	YGR131W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4580	YGR137W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4792	YGR139W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1881	YGR141W	VPS62	tagged	not visualized	TAP visualized	623	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5413	YGR143W	SKN1	tagged	not visualized	TAP visualized	468	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2851	YGR144W	THI4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
871	YGR145W	ENP2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3768	YGR146C		tagged	not visualized	TAP visualized	589	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3714	YGR153W	TOS10	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2618	YGR154C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3836	YGR160W	FYV13	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4811	YGR164W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2464	YGR168C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2282	YGR169C	PUS6	tagged	not visualized	TAP visualized	377	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
240	YGR170W	PSD2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6045	YGR172C	YIP1	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4745	YGR176W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4933	YGR181W	TIM13	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4710	YGR182C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
29	YGR184C	UBR1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4643	YGR190C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
629	YGR196C	FYV8	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5639	YGR197C	SNG1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5425	YGR199W	PMT6	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
