YAL033w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL033w|750.05||
YAL034c|725|902.01.01.03.02,902.01.09.02|11914276
YAL034w-a|725|902.01.01.03.02,902.01.09.02|11914276
YAL034w-a|730.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL034w-a|750.11|901.01.01.01|20222565
YAL035w|725||9624054
YAL035w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL035w|725|902.01.01.03.02,902.01.09.02|11914276
YAL035w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAL036c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL038w|725||8994636
YAL038w|725|902.01.01.03.02,902.01.09.02|11914276
YAL038w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL039c|755|902.01.01.03.02,902.01.09.02|11914276
YAL039c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL039c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAL039c|755.05||1656231
YAL040c|725||
YAL040c|750||
YAL041w|720||10531032
YAL041w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL041w|750||10531032
YAL041w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL042w|735||11157978
YAL042w|740||11157978
YAL042w|740.01||11157978
YAL043c|735|902.01.01.03.02,902.01.09.02|11914276
YAL043c|750||10523662
YAL043c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL043c|750|902.01.01.03.02,902.01.09.02|11914276
YAL043c|750.01|902.01.01.03.02,902.01.09.02|11914276
YAL044c|755|902.01.01.03.02,902.01.09.02|11914276
YAL044c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAL044c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL044c|755.07||9020168
YAL047c|730.05||9585415
YAL047c|730.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL047c|||9718373
YAL048c|770||10220001
YAL049c|725|902.01.01.03.02,902.01.09.02|11914276
YAL049c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL049c|750|902.01.01.03.02,902.01.09.02|11914276
YAL051w|725|902.01.01.03.02,902.01.09.02|11914276
YAL051w|750||8972187
YAL051w|750.03||
YAL053w|705|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL053w|705.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL053w|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL053w|722||
YAL053w|725|902.01.01.03.02,902.01.09.02|11914276
YAL053w|735|902.01.01.03.02,902.01.09.02|11914276
YAL053w|745.09|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL053w|755|902.01.01.03.02,902.01.09.02|11914276
YAL053w|790|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL053w|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL054c|725|902.01.01.03.02,902.01.09.02|11914276
YAL054c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL054c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL054c|755|902.01.01.03.02,902.01.09.02|11914276
YAL054c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAL054c|760||
YAL054c|760.03||1363452
YAL055w|725|902.01.01.03.02,902.01.09.02|11914276
YAL055w|790|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL056w|725|902.01.01.03.02,902.01.09.02|11914276
YAL056w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL056w|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL058w|735|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL058w|735.01|902.01|7814381
YAL059w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL060w|725|902.01.01.03.02,902.01.09.02|11914276
YAL060w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL061w|725|902.01.01.03.02,902.01.09.02|11914276
YAL061w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL061w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAL061w|755|902.01.01.03.02,902.01.09.02|11914276
YAL062w|725||4126
YAL062w|725|902.01.01.03.02,902.01.09.02|11914276
YAL062w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAL063c|701|902.02.01.01|9434352
YAL063c|710|902.02.01.01|9434352
YAL067c|722||9678606
YAR002c-a|745.11||99287733,11157978
YAR002c-a|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAR002c-a|770.01|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR002w|750|902.01.01.03.02,902.01.09.02|11914276
YAR002w|750.02|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR002w|750.07|901.01.01|10684247
YAR003w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR003w|750|901.01.01.01,902.01.01.03.02,902.01.09.01|15282802
YAR007c|725|901.01.01.01,902.01.01.03.02,902.01.09.01|15282802
YAR007c|750||
YAR007c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR007c|750|901.01.01.01,902.01.01.03.02,902.01.09.01|15282802
YAR007c|750.03||
YAR008w|750||9200603
YAR009c|790|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR010c|725|902.01.01.03.02,902.01.09.02|11914276
YAR014c|705.01|901.01.01.01,902.01.01.03.02,902.01.09.01|12477789
YAR014c|705.03|901.01.01.01,902.01.01.03.02,902.01.09.01|12477789
YAR014c|715|902.01.01.03.02,902.01.09.02|11914276
YAR014c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR014c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR015w|725|902.01.01.03.02,902.01.09.02|11914276
YAR015w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR015w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR015w|||
YAR019c|730.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR019c|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR020c|725|902.01.01.03.02,902.01.09.02|11914276
YAR023c|725|902.01.01.03.02,902.01.09.02|11914276
YAR027w|725|902.01.01.03.02,902.01.09.02|11914276
YAR027w|750.02|901.01.01.01,902.01.01.03,902.01.09.01|
YAR027w|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR028w|750|902.01.01.03.02,902.01.09.02|11914276
YAR028w|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YAR031w|720|901.01.01.01,902.01.01.03.02,902.01.09.01|
YAR031w|745.01|901.01.01.01,902.01.01.03.02,902.01.09.01|2925749
YAR033w|745.03|901.01.01.01,902.01.01.03.02,902.01.09.01|12925749
YAR035w|755|902.01.01.03.02,902.01.09.02|11914276
YAR035w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YAR035w|755.05||8262985
YAR042w|725|902.01.01.03.02,902.01.09.02|11914276
YAR042w|725|902.01.01.03.02,902.01.09.02|11914276
YAR042w|750||8086466
YAR050w|701|902.01|9244284
YAR050w|710||
YAR062w|725|902.01.01.03.02,902.01.09.02|11914276
YAR062w|735|902.01.01.03.02,902.01.09.02|11914276
YAR064w|725|902.01.01.03.02,902.01.09.02|11914276
YAR071w|701||
YAR071w|770|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL001c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL001c|750|902.01.01.03.02,902.01.09.02|11914276
YBL001c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL002w|750||
YBL002w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL002w|750.09||
YBL003c|750||
YBL003c|750|902.01.01.03.02,902.01.09.02|11914276
YBL003c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL003c|750.09||
YBL004w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL004w|750.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL005w|725|902.01.01.03.02,902.01.09.02|11914276
YBL005w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL005w|750||
YBL005w|750|902.01.01.03.02,902.01.09.02|11914276
YBL005w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL005w-a|750|902.01.01.03.02,902.01.09.02|11914276
YBL006c|725|902.01.01.03.02,902.01.09.02|11914276
YBL007c|725||
YBL007c|725|902.01.01.03.02,902.01.09.02|11914276
YBL007c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL007c|730||
YBL007c|730.01||
YBL007c|730.01|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL007c|750|902.01.01.03.02,902.01.09.02|11914276
YBL008w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL008w|750||
YBL008w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL008w|750.03||
YBL008w|750.11|901.01.01.01,902.01.01.03.02|11782447
YBL010c|725|902.01.01.03.02,902.01.09.02|11914276
YBL010c|745.09|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL011w|735|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL013w|755||
YBL013w|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL013w|755|902.01.01.03.02,902.01.09.02|11914276
YBL013w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL014c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL014c|750||
YBL014c|750.05||
YBL014c|750.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL015w|725||
YBL015w|725|902.01.01.03.02,902.01.09.02|11914276
YBL015w|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL015w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL015w|755.07|901.01.01.01,902.01.01.03.02,902.01.09.01|12606555
YBL016w|725||
YBL016w|725|902.01.01.03.02,902.01.09.02|11914276
YBL016w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL016w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL016w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL017c|740||
YBL017c|740.01||
YBL017c|765|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL017c|790|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL018c|750||
YBL018c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL018c|750.05||
YBL019w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL019w|750|902.01.01.03.02,902.01.09.02|11914276
YBL019w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL020w|750||
YBL021c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL021c|750||
YBL021c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL021c|750.03||
YBL022c|755||
YBL022c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL022c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL022c|755.07|902.01.01|9405361
YBL023c|725||
YBL023c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL023c|750|902.01.01.03.02,902.01.09.02|11914276
YBL023c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL023c|750.03||
YBL024w|750||9767141,7725803
YBL024w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL025w|750||
YBL025w|750.03||
YBL025w|750.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL026w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL026w|750||
YBL026w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL026w|750.03||
YBL027w|725||
YBL027w|725|902.01.01.03.02,902.01.09.02|11914276
YBL027w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL028c|750|902.01.01.03.02,902.01.09.02|11914276
YBL028c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL028c|750.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL029c-a|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL029c-a|725|902.01.01.03.02,902.01.09.02|11914276
YBL029w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL029w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL030c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL030c|755.05|901.01.01.01,902.01.01.03.03,902.01.09.01|2167309
YBL030c|755.05|901.01.01.01,902.02.01.02|10930523
YBL031w|730.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL032w|725|901.01.01.01|11867544
YBL032w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL032w|750.09|901.01.01.01|11739741
YBL033c|725|902.01.01.03.02,902.01.09.02|11914276
YBL033c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL033c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL034c|730||
YBL034c|730.03||
YBL034c|730.05|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL034c|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL035c|750||
YBL035c|750|901.01.01.01,902.01.01.03.02,902.01.09.01|15282802
YBL035c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL035c|750.03||
YBL036c|725|902.01.01.03.02,902.01.09.02|11914276
YBL036c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL036c|735|902.01.01.03.02,902.01.09.02|11914276
YBL036c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL037w|705.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL037w|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL037w|725|902.01.01.03.02,902.01.09.02|11914276
YBL037w|745||
YBL037w|745.09||
YBL038w|755|902.01.01.03.02,902.01.09.02|11914276
YBL038w|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL038w|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL038w|755.07||
YBL039c|725||
YBL039c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL040c|735||
YBL040c|735|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL040c|735.01||
YBL040c|740||
YBL040c|740.01||
YBL041w|725|902.01.01.03.02,902.01.09.02|11914276
YBL041w|735|902.01.01.03.02,902.01.09.02|11914276
YBL041w|735.01||9799224
YBL041w|750||
YBL041w|750.01||9799224
YBL042c|705|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL042c|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL042c|720||
YBL045c|755||
YBL045c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL045c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL045c|755.05||
YBL046w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL046w|755|902.01.01.03.02,902.01.09.02|11914276
YBL047c|705.01|901.01.01.01,902.01.01.03.02,902.01.09.01|10954428
YBL047c|705.03|901.01.01.01,902.01.01.03.02,902.01.09.01|10954428
YBL047c|730.01.03|901.01.01.01,902.01.01.03.02,902.01.09.01|10954428
YBL047c|790|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL050w|725||
YBL050w|725|902.01.01.03.02,902.01.09.02|11914276
YBL050w|735|902.01.01.03.02,902.01.09.02|11914276
YBL050w|745||
YBL051c|725|902.01.01.03.02,902.01.09.02|11914276
YBL051c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL052c|750|902.01.01.03.02,902.01.09.02|11914276
YBL052c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL054w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL054w|750|902.01.01.03.02,902.01.09.02|11914276
YBL054w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL055c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL056w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL056w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL057c|725|902.01.01.03.02,902.01.09.02|11914276
YBL057c|725|901.01.01.01|12475929
YBL057c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL057c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL058w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL058w|750|902.01.01.03.02,902.01.09.02|11914276
YBL058w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL059c-a|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL059c-a|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL059w|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL060w|705.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL060w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL061c|705.03||9314530
YBL061c|705.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL061c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL061c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL061c|||9314530
YBL063w|725|902.01.01.03.02,902.01.09.02|11914276
YBL063w|730||
YBL063w|730.03||
YBL063w|730.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL063w|750||
YBL063w|750|902.01.01.03.02,902.01.09.02|11914276
YBL064c|725|902.01.01.03.02,902.01.09.02|11914276
YBL064c|750|902.01.01.03.02,902.01.09.02|11914276
YBL064c|755|902.01.01.03.02,902.01.09.02|11914276
YBL064c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL064c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL064c|755.07||10037727
YBL066c|750||
YBL066c|750.03||
YBL067c|795|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL068w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL069w|715|902.01.01.03.02,902.01.09.02|11914276
YBL069w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL069w|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL069w|||
YBL071w-a|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL071w-a|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL072c|725||
YBL072c|725|902.01.01.03.02,902.01.09.02|11914276
YBL072c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL074c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL074c|750||
YBL074c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL074c|750.03||
YBL075c|725||
YBL075c|725|902.01.01.03.02,902.01.09.02|11914276
YBL075c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL076c|725||
YBL076c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL076c|725|902.01.01.03.02,902.01.09.02|11914276
YBL078c|725||9649430
YBL079w|750|902.01.01.03.02,902.01.09.02|11914276
YBL079w|750.02|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL079w|750.07|901.01.01|10684247
YBL080c|750|902.01.01.03.02,902.01.09.02|11914276
YBL080c|755||
YBL080c|755|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL080c|755|901.01.01.01,902.01.01.03.03,902.01.01.04.01,902.01.09.02|14576278
YBL080c|755.07||
YBL081w|735|902.01.01.03.02,902.01.09.02|11914276
YBL081w|750.01|902.01.01.03.02,902.01.09.02|11914276
YBL082c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL082c|735.01|901.01.01.01,902.01.04.01,902.01.09.01,902.02.01.01|8842708
YBL082c|770|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL084c|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL084c|750||
YBL084c|750|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL085w|705|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL085w|705.03|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL085w|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL085w|725|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL086c|715|901.01.01.01,902.01.01.03.02,902.01.09.02|14562095
YBL086c|725|902.01.01.03.02,902.01.09.02|11914276
YBL087c|725||
